Sector,Service_Name,Target_Audience,Service_Description,Service_Steps,Requirements,Service_Fees,Official_URL,RAG_Content
الأمن العام,مواعيد الأمن العام,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين,تتيح هذه الخدمة للمواطن والمقيم حجز موعد في فروع الأدلة الجنائية إلكترونيًا لإجراء أي خدمة.,أن يكون لدى المستفيد موعد محجوز مسبقًا لتنفيذ الخدمة المطلوبة. 2- في حال وجود موعد قائم يمكن تعديله أو إلغاؤه قبل الموعد المحدد. 3- طباعة الموعد أو الاحتفاظ به إلكترونيًا لإبرازه عند الحضور إلى الفرع. 4- إلغاء أي موعد سابق قبل حجز موعد جديد لنفس الخدمة. أن يكون لدى المستفيد هوية رقمية في منصة أبشر. اختيار الخدمة والفرع المناسب قبل تأكيد الحجز. الالتزام بالحضور في الموعد المحدد. إحضار الوثائق المطلوبة لكل خدمة بحسب الجهة المختصة. | السعر: مجانية,المتطلبات والمستندات: 1- أن يكون لدى المستفيد موعد محجوز مسبقًا لتنفيذ الخدمة المطلوبة. 2- في حال وجود موعد قائم يمكن تعديله أو إلغاؤه قبل الموعد المحدد. 3- طباعة الموعد أو الاحتفاظ به إلكترونيًا لإبرازه عند الحضور إلى الفرع. 4- إلغاء أي موعد سابق قبل حجز موعد جديد لنفس الخدمة. أن يكون لدى المستفيد,سعر: مجانية,https://www.absher.sa,اسم الخدمة: مواعيد الأمن العام | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للمواطن والمقيم حجز موعد في فروع الأدلة الجنائية إلكترونيًا لإجراء أي خدمة. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين | الخطوات: تسجيل الدخول إلى موقع منصة أبشر اختيار مواعيد اختيار الأمن العام اختيار خدمة حجز موعد اختيار المنطقة أو الإدارة المعنية تحديد نوع الخدمة المطلوبة اختيار التاريخ والوقت المناسب للحجز تأكيد حجز الموعد | المتطلبات والمستندات: 1- أن يكون لدى المستفيد موعد محجوز مسبقًا لتنفيذ الخدمة المطلوبة. 2- في حال وجود موعد قائم يمكن تعديله أو إلغاؤه قبل الموعد المحدد. 3- طباعة الموعد أو الاحتفاظ به إلكترونيًا لإبرازه عند الحضور إلى الفرع. 4- إلغاء أي موعد سابق قبل حجز موعد جديد لنفس الخدمة. أن يكون لدى المستفيد هوية رقمية في منصة أبشر. اختيار الخدمة والفرع المناسب قبل تأكيد الحجز. الالتزام بالحضور في الموعد المحدد. إحضار الوثائق المطلوبة لكل خدمة بحسب الجهة المختصة. | السعر: مجانية
الأمن العام,الاستعلام العام عن رخص السلاح الناري,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين,تتيح هذه الخدمة للأفراد الاستعلام إلكترونيًا عن رخص الأسلحة الخاصة بهم.,تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار استعلامات 4- اختيار الأمن العام 5- اختيار الاستعلام عن رخصة السلاح 6- إدخال البيانات المطلوبة 7- الضغط على عرض 8- ستظهر لك تفاصيل رخصة السلاح | المتطلبات والمستندات: 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- وجود سلاح ناري. 1- عدم وجود ملاحظات أمنية. 2- أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. | السعر: مجانية,المتطلبات والمستندات: 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- وجود سلاح ناري. 1- عدم وجود ملاحظات أمنية. 2- أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. | السعر: مجانية,سعر: مجانية,https://www.absher.sa,اسم الخدمة: الاستعلام العام عن رخص السلاح الناري | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للأفراد الاستعلام إلكترونيًا عن رخص الأسلحة الخاصة بهم. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار استعلامات 4- اختيار الأمن العام 5- اختيار الاستعلام عن رخصة السلاح 6- إدخال البيانات المطلوبة 7- الضغط على عرض 8- ستظهر لك تفاصيل رخصة السلاح | المتطلبات والمستندات: 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- وجود سلاح ناري. 1- عدم وجود ملاحظات أمنية. 2- أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. | السعر: مجانية
الأمن العام,نقل ملكية سلاح,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين,تتيح هذه الخدمة للمستفيد نقل ملكية سلاحه الخاص إلكترونيًا.,تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الأمن العام 4- اختيار إدارة الأسلحة 5- اختيار خدمات السلاح 6- اختيار نقل ملكية السلاح 7- استكمال البيانات المطلوبة الخاصة بالمالك الجديد 8- مراجعة تفاصيل الطلب والتأكد من صحتها 9- تأكيد طلب نقل الملكية 10- ستظهر رسالة تؤكد تقديم الطلب بنجاح | المتطلبات والمستندات: إجراء الفحص الطبي من (إفادة). إجراء الفحص الطبي من قبل المالك الجديد. تسجيل معلومات المالك الجديد. دفع رسوم الخدمة من المالك الحالي لتأكيد نقل السلاح. نقل ملكية السلاح بالنظام للمالك الجديد. عدم حمل السلاح داخل الحرمين الشريفين. حفظ السلاح المرخص بالاقتناء في مكان آمن. عدم حمل السلاح بالقرب من المناطق الحكومية والأمنية. الحصول على تصريح تنقل عند التنقل بأسلحة الاقتناء. الإبلاغ عن السلاح في حال السرقة. عدم وجود ملاحظات أمنية. أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. لا يمكن حمل أكثر من سلاح واحد واقتناء أكثر من عشرة أسلحة. أن تكون الرخصة للمالك الحالي والمالك الجديد سارية المفعول. | السعر: 172,المتطلبات والمستندات: إجراء الفحص الطبي من (إفادة). إجراء الفحص الطبي من قبل المالك الجديد. تسجيل معلومات المالك الجديد. دفع رسوم الخدمة من المالك الحالي لتأكيد نقل السلاح. نقل ملكية السلاح بالنظام للمالك الجديد. عدم حمل السلاح داخل الحرمين الشريفين. حفظ السلاح المرخص بالاقتناء في مكان آمن. عدم حمل,رسوم الخدمة من المالك الحالي لتأكيد نقل السلاح,https://www.absher.sa,اسم الخدمة: نقل ملكية سلاح | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للمستفيد نقل ملكية سلاحه الخاص إلكترونيًا. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الأمن العام 4- اختيار إدارة الأسلحة 5- اختيار خدمات السلاح 6- اختيار نقل ملكية السلاح 7- استكمال البيانات المطلوبة الخاصة بالمالك الجديد 8- مراجعة تفاصيل الطلب والتأكد من صحتها 9- تأكيد طلب نقل الملكية 10- ستظهر رسالة تؤكد تقديم الطلب بنجاح | المتطلبات والمستندات: إجراء الفحص الطبي من (إفادة). إجراء الفحص الطبي من قبل المالك الجديد. تسجيل معلومات المالك الجديد. دفع رسوم الخدمة من المالك الحالي لتأكيد نقل السلاح. نقل ملكية السلاح بالنظام للمالك الجديد. عدم حمل السلاح داخل الحرمين الشريفين. حفظ السلاح المرخص بالاقتناء في مكان آمن. عدم حمل السلاح بالقرب من المناطق الحكومية والأمنية. الحصول على تصريح تنقل عند التنقل بأسلحة الاقتناء. الإبلاغ عن السلاح في حال السرقة. عدم وجود ملاحظات أمنية. أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. لا يمكن حمل أكثر من سلاح واحد واقتناء أكثر من عشرة أسلحة. أن تكون الرخصة للمالك الحالي والمالك الجديد سارية المفعول. | السعر: 172
الأمن العام,تجديد رخصة سلاح,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين,تتيح هذه الخدمة للأفراد استعراض وتجديد جميع رخص الأسلحة المسجلة تحت هويتهم إلكترونيًا.,,المتطلبات والمستندات: فحص طبي ساري. سداد رسوم التجديد. عدم وجود ملاحظات أمنية على المستفيد. أن تكون المدة المتبقية على انتهاء الرخصة أقل من 90 يومًا. عدم وجود ملاحظات أمنية. أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. | السعر: 172,الرسوم | المتطلبات والمستندات: فحص طبي ساري,https://www.absher.sa,اسم الخدمة: تجديد رخصة سلاح | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للأفراد استعراض وتجديد جميع رخص الأسلحة المسجلة تحت هويتهم إلكترونيًا. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين | الخطوات: تسجيل الدخول إلى موقع منصة أبشر اختيار خدماتي اختيار خدمات الأمن العام اختيار تجديد رخصة سلاح ناري تحديد نوع الرخصة وتأكيد البيانات سداد الرسوم | المتطلبات والمستندات: فحص طبي ساري. سداد رسوم التجديد. عدم وجود ملاحظات أمنية على المستفيد. أن تكون المدة المتبقية على انتهاء الرخصة أقل من 90 يومًا. عدم وجود ملاحظات أمنية. أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. | السعر: 172
الأمن العام,إذن التنقل بالسلاح الناري,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين,تتيح هذه الخدمة للمواطن إصدار إذن إلكتروني لحمل السلاح المسجل تحت رخصة الاقتناء لغرض التنقل من منطقة إلى منطقة.,تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الأمن العام 4- اختيار إدارة الأسلحة 5- استعراض الخدمات المتاحة 6- اختيار الخدمة المطلوبة 7- تعبئة البيانات المطلوبة حسب نوع الخدمة 8- تأكيد الطلب | المتطلبات والمستندات: 1- يجب تحديد: مسار التنقل المنطقة تاريخ بداية التصريح عدد الذخائر - الإقرار وقبول شروط الخدمة. 2- دفع رسوم الخدمة. 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- عدم وجود ملاحظات أمنية. 3- أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. 4- لا يمكن حمل أكثر من سلاح واحد واقتناء أكثر من عشرة أسلحة. 5- يمكن شراء الأسلحة من الملاك أو المراكز المعتمدة. | السعر: 57,المتطلبات والمستندات: 1- يجب تحديد: مسار التنقل المنطقة تاريخ بداية التصريح عدد الذخائر - الإقرار وقبول شروط الخدمة. 2- دفع رسوم الخدمة. 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- عدم وجود ملاحظات أمنية. 3- أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. 4- لا يمكن حمل أ,رسوم الخدمة,https://www.absher.sa,اسم الخدمة: إذن التنقل بالسلاح الناري | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للمواطن إصدار إذن إلكتروني لحمل السلاح المسجل تحت رخصة الاقتناء لغرض التنقل من منطقة إلى منطقة. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الأمن العام 4- اختيار إدارة الأسلحة 5- استعراض الخدمات المتاحة 6- اختيار الخدمة المطلوبة 7- تعبئة البيانات المطلوبة حسب نوع الخدمة 8- تأكيد الطلب | المتطلبات والمستندات: 1- يجب تحديد: مسار التنقل المنطقة تاريخ بداية التصريح عدد الذخائر - الإقرار وقبول شروط الخدمة. 2- دفع رسوم الخدمة. 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- عدم وجود ملاحظات أمنية. 3- أن يكون السلاح المراد إصدار إذن التنقل له من ضمن رخصة الاقتناء فقط. 4- لا يمكن حمل أكثر من سلاح واحد واقتناء أكثر من عشرة أسلحة. 5- يمكن شراء الأسلحة من الملاك أو المراكز المعتمدة. | السعر: 57
الأمن العام,مواعيد مراجعة الشُرط,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين,تتيح هذه الخدمة للأفراد حجز موعد إلكتروني لمراجعة فروع الشرطة وإجراء خدمات مثل كفالة موقوف أو تصديق العمدة أو استكمال قضية أو التنازل عن بلاغ استلام مركبة محجوزة أو الإبلاغ عن شيكات أو إنهاء إجراءات موقوف وغيرها من الخدمات.,,المتطلبات والمستندات: في حال وجود موعد قائم يمكن تعديله أو إلغاؤه قبل الموعد المحدد. طباعة الموعد أو الاحتفاظ به إلكترونيًا لإبرازه عند الحضور إلى الفرع. أن يكون لدى المستفيد موعد محجوز مسبقًا لتنفيذ الخدمة المطلوبة. إلغاء أي موعد سابق قبل حجز موعد جديد لنفس الخدمة. | السعر: مجانية,سعر: مجانية,https://www.absher.sa,اسم الخدمة: مواعيد مراجعة الشُرط | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للأفراد حجز موعد إلكتروني لمراجعة فروع الشرطة وإجراء خدمات مثل كفالة موقوف أو تصديق العمدة أو استكمال قضية أو التنازل عن بلاغ استلام مركبة محجوزة أو الإبلاغ عن شيكات أو إنهاء إجراءات موقوف وغيرها من الخدمات. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين | الخطوات: تسجيل الدخول إلى موقع منصة أبشر اختيار الخدمات الإلكترونية اختيار مواعيد اختيار الشرطة اختيار حجز موعد اختيار المنطقة والإدارة المطلوبة تحديد الخدمة وتعبئة البيانات المطلوبة اختيار التاريخ والوقت المناسب من المواعيد المتاحة تأكيد الحجز | المتطلبات والمستندات: في حال وجود موعد قائم يمكن تعديله أو إلغاؤه قبل الموعد المحدد. طباعة الموعد أو الاحتفاظ به إلكترونيًا لإبرازه عند الحضور إلى الفرع. أن يكون لدى المستفيد موعد محجوز مسبقًا لتنفيذ الخدمة المطلوبة. إلغاء أي موعد سابق قبل حجز موعد جديد لنفس الخدمة. | السعر: مجانية
الأمن العام,الاستعلام العام عن رخصة البنادق الهوائية,مواطن,تتيح هذه الخدمة للمستفيد استعراض بيانات الأسلحة الهوائية إلكترونيًا,تسجيل الدخول إلى موقع منصة أبشر 2-اختيار خدماتي 3- اختيار استعلامات 4- اختيار الأمن العام 5-اختيار الاستعلام عن رخصة السلاح 6- استعراض بيانات رخصة البندقية الهوائية | المتطلبات والمستندات: 1- أن تكون رخصة السلاح الهوائي صادرة باسم المستفيد. 2- توفر بيانات صحيحة ومحدثة في حساب المستفيد. أن يكون لدى المستفيد هوية رقمية في منصة أبشر. | السعر: مجانية,المتطلبات والمستندات: 1- أن تكون رخصة السلاح الهوائي صادرة باسم المستفيد. 2- توفر بيانات صحيحة ومحدثة في حساب المستفيد. أن يكون لدى المستفيد هوية رقمية في منصة أبشر. | السعر: مجانية,سعر: مجانية,https://www.absher.sa,اسم الخدمة: الاستعلام العام عن رخصة البنادق الهوائية | القطاع: الأمن العام | الوصف: تتيح هذه الخدمة للمستفيد استعراض بيانات الأسلحة الهوائية إلكترونيًا | الفئة المستهدفة: مواطن | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2-اختيار خدماتي 3- اختيار استعلامات 4- اختيار الأمن العام 5-اختيار الاستعلام عن رخصة السلاح 6- استعراض بيانات رخصة البندقية الهوائية | المتطلبات والمستندات: 1- أن تكون رخصة السلاح الهوائي صادرة باسم المستفيد. 2- توفر بيانات صحيحة ومحدثة في حساب المستفيد. أن يكون لدى المستفيد هوية رقمية في منصة أبشر. | السعر: مجانية
الأمن العام,بلاغات الجرائم المعلوماتية,مواطن مقيم,هي خدمة إلكترونية تتيح للمواطنين والمقيمين الإبلاغ عن الجرائم التي تُرتكب عبر الإنترنت أو باستخدام وسائل التقنية الحديثة مثل (الابتزاز الإلكتروني -الاختراق وسرقة الحسابات-انتحال الهوية-التشهير أو الإساءة عبر وسائل التواصل الاجتماعي-الاحتيال المالي عبر الإنترنت),الاختراق وسرقة الحسابات-انتحال الهوية-التشهير أو الإساءة عبر وسائل التواصل الاجتماعي-الاحتيال المالي عبر الإنترنت) | الفئة المستهدفة: مواطن مقيم | الخطوات: 1-تسجيل الدخول للتطبيق 2- اختيار تصنيف الجرائم المعلوماتية 3- اختيار التصنيف الفرعي 4- اضافة الوصف والمرفقات وارسال البلاغ | المتطلبات والمستندات: 1- تسجيل الدخول برقم الهوية او الاقامة 2- رفع البلاغ والاقرار بصحة المعلومات 1- تسجيل الدخول للتطبيق 2- الموافقة على الشروط 3- الاقرار بصحة البيانات المرفوعة | السعر: مجانية,المتطلبات والمستندات: 1- تسجيل الدخول برقم الهوية او الاقامة 2- رفع البلاغ والاقرار بصحة المعلومات 1- تسجيل الدخول للتطبيق 2- الموافقة على الشروط 3- الاقرار بصحة البيانات المرفوعة | السعر: مجانية,سعر: مجانية,https://www.absher.sa,اسم الخدمة: بلاغات الجرائم المعلوماتية | القطاع: الأمن العام | الوصف: هي خدمة إلكترونية تتيح للمواطنين والمقيمين الإبلاغ عن الجرائم التي تُرتكب عبر الإنترنت أو باستخدام وسائل التقنية الحديثة مثل (الابتزاز الإلكتروني -الاختراق وسرقة الحسابات-انتحال الهوية-التشهير أو الإساءة عبر وسائل التواصل الاجتماعي-الاحتيال المالي عبر الإنترنت) | الفئة المستهدفة: مواطن مقيم | الخطوات: 1-تسجيل الدخول للتطبيق 2- اختيار تصنيف الجرائم المعلوماتية 3- اختيار التصنيف الفرعي 4- اضافة الوصف والمرفقات وارسال البلاغ | المتطلبات والمستندات: 1- تسجيل الدخول برقم الهوية او الاقامة 2- رفع البلاغ والاقرار بصحة المعلومات 1- تسجيل الدخول للتطبيق 2- الموافقة على الشروط 3- الاقرار بصحة البيانات المرفوعة | السعر: مجانية
وزارة الداخلية,تعريف رقم الجوال لتطبيق توكلنا,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين مستحقي الدعم,تتيح هذه الخدمة للمستفيد التعريف إلكترونيًا برقم جوال مستخدم (مواطن/مقيم/زائر) يرغب في التسجيل في تطبيق توكلنا وليس لديه حساب موثق في أبشر.,تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار خدمات 4- اختيار الخدمات العامة 5- اختيار تعريف رقم الجوال لتطبيق توكلنا 6- إدخال بيانات المستخدم المراد تعريفه ورقم الجوال الخاص به 7- تأكيد البيانات وإرسال الطلب | المتطلبات والمستندات: 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- توفر رقم هوية المستخدم المراد تعريفه. 3- توفر رقم الجوال المراد ربطه بتطبيق توكلنا. 1- لا يمكن استخدام هذه الخدمة لتعريف رقم الجوال الخاص بمقدم الطلب نفسه. 2- يجب أن يكون رقم الجوال مرتبطًا بهوية المستخدم المراد تعريفه. | السعر: مجانية,المتطلبات والمستندات: 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- توفر رقم هوية المستخدم المراد تعريفه. 3- توفر رقم الجوال المراد ربطه بتطبيق توكلنا. 1- لا يمكن استخدام هذه الخدمة لتعريف رقم الجوال الخاص بمقدم الطلب نفسه. 2- يجب أن يكون رقم الجوال مرتبطًا بهوية المستخدم المراد تعريفه. | السع,سعر: مجانية,https://www.absher.sa,اسم الخدمة: تعريف رقم الجوال لتطبيق توكلنا | القطاع: الخدمات العامة | الوصف: تتيح هذه الخدمة للمستفيد التعريف إلكترونيًا برقم جوال مستخدم (مواطن/مقيم/زائر) يرغب في التسجيل في تطبيق توكلنا وليس لديه حساب موثق في أبشر. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين مستحقي الدعم | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار خدمات 4- اختيار الخدمات العامة 5- اختيار تعريف رقم الجوال لتطبيق توكلنا 6- إدخال بيانات المستخدم المراد تعريفه ورقم الجوال الخاص به 7- تأكيد البيانات وإرسال الطلب | المتطلبات والمستندات: 1- أن يكون لدى المستفيد هوية رقمية في منصة أبشر. 2- توفر رقم هوية المستخدم المراد تعريفه. 3- توفر رقم الجوال المراد ربطه بتطبيق توكلنا. 1- لا يمكن استخدام هذه الخدمة لتعريف رقم الجوال الخاص بمقدم الطلب نفسه. 2- يجب أن يكون رقم الجوال مرتبطًا بهوية المستخدم المراد تعريفه. | السعر: مجانية
وزارة الداخلية,الرسائل والطلبات,الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين مستحقي الدعم,تتيح هذه الخدمة للمستفيد التواصل إلكترونيًا مع إمارات المناطق وقطاعات وزارة الداخلية.,تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الخدمات العامة 4- اختيار الرسائل والطلبات 5- كتابة الرسالة أو الطلب مع إرفاق المستندات إن وجدت 6- إرسال الطلب | المتطلبات والمستندات: أن يكون لدى المستفيد هوية رقمية في منصة أبشر. تعبئة البيانات المطلوبة بشكل دقيق عند إرسال الرسائل أو الطلبات. | السعر: مجانية,المتطلبات والمستندات: أن يكون لدى المستفيد هوية رقمية في منصة أبشر. تعبئة البيانات المطلوبة بشكل دقيق عند إرسال الرسائل أو الطلبات. | السعر: مجانية,سعر: مجانية,https://www.absher.sa,اسم الخدمة: الرسائل والطلبات | القطاع: الخدمات العامة | الوصف: تتيح هذه الخدمة للمستفيد التواصل إلكترونيًا مع إمارات المناطق وقطاعات وزارة الداخلية. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين مستحقي الدعم | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الخدمات العامة 4- اختيار الرسائل والطلبات 5- كتابة الرسالة أو الطلب مع إرفاق المستندات إن وجدت 6- إرسال الطلب | المتطلبات والمستندات: أن يكون لدى المستفيد هوية رقمية في منصة أبشر. تعبئة البيانات المطلوبة بشكل دقيق عند إرسال الرسائل أو الطلبات. | السعر: مجانية
وزارة الداخلية,تواصل (إمارات المناطق),الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين مستحقي الدعم,تتيح هذه الخدمة للمستفيد تقديم الطلبات ومتابعتها إلكترونيًا مع القطاعات أو إمارات المناطق في المملكة العربية السعودية.,تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الخدمات العامة 4- اختيار تواصل 5- تعبئة بيانات الطلب وتحديد الجهة المعنية 6- إرسال الطلب ومتابعته عبر المنصة | المتطلبات والمستندات: أن يكون لدى المستفيد هوية رقمية في منصة أبشر. أن يكون المستفيد مواطنًا أو مقيمًا داخل المملكة العربية السعودية. | السعر: مجانية,المتطلبات والمستندات: أن يكون لدى المستفيد هوية رقمية في منصة أبشر. أن يكون المستفيد مواطنًا أو مقيمًا داخل المملكة العربية السعودية. | السعر: مجانية,سعر: مجانية,https://www.absher.sa,اسم الخدمة: تواصل (إمارات المناطق) | القطاع: الخدمات العامة | الوصف: تتيح هذه الخدمة للمستفيد تقديم الطلبات ومتابعتها إلكترونيًا مع القطاعات أو إمارات المناطق في المملكة العربية السعودية. | الفئة المستهدفة: الأفراد المواطنين المقيمين الزائرين المسافرون الطلاب أولياء الأمور الأسر الحاضنة الأسر الكافلة الأيتام المرضى المتدربين المشتركين المتطوعون متقاعد العاملين مستحقي الدعم | الخطوات: 1- تسجيل الدخول إلى موقع منصة أبشر 2- اختيار خدماتي 3- اختيار الخدمات العامة 4- اختيار تواصل 5- تعبئة بيانات الطلب وتحديد الجهة المعنية 6- إرسال الطلب ومتابعته عبر المنصة | المتطلبات والمستندات: أن يكون لدى المستفيد هوية رقمية في منصة أبشر. أن يكون المستفيد مواطنًا أو مقيمًا داخل المملكة العربية السعودية. | السعر: مجانية
